sale_date,item_name,net_quantity,index_id
03/05/2016,Drip Coffee,1,2066
11/15/2016,Latte,1,2067
03/29/2016,Latte,1,2068
10/26/2016,New Orleans Iced Coffee (cup),2,2069
04/29/2016,Cascara Fizz,1,2070
11/22/2016,Americano,1,2071
06/19/2016,New Orleans Iced Coffee (cup),1,2072
08/05/2016,"Cappuccino, Unknown",1,2073
10/24/2016,Latte,1,2074
11/26/2016,New Orleans Iced Coffee (cup),1,2075
05/01/2016,Juice,1,2076
07/07/2016,Latte,2,2077
06/28/2016,S.O. Iced Coffee,1,2078
04/20/2016,NOLA Carton,1,2079
12/13/2016,S.O. Iced Coffee,1,2080
09/15/2016,Cascara Fizz,2,2081
10/11/2016,New Orleans Iced Coffee (cup),1,2082
06/04/2016,Mocha,1,2083
09/06/2016,NOLA Carton,1,2084
11/07/2016,Latte,1,2085
05/17/2016,Drip Coffee,1,2086
09/14/2016,Mocha,1,2087
10/27/2016,Chemex Coffee,1,2088
05/08/2016,"Au Lait, Unknown",1,2089
11/16/2016,Cascara Fizz,1,2090
06/22/2016,Chemex Coffee,1,2091
09/20/2016,New Orleans Iced Coffee (cup),1,2092
10/17/2016,Drip Coffee,1,2093
12/29/2016,"Cappuccino, Unknown",1,2094
06/30/2016,Mocha,1,2095
10/18/2016,S.O. Iced - 4 oz Oji,1,2096
05/09/2016,Sparkling Water,1,2097
10/04/2016,Latte,1,2098
12/17/2016,"Cappuccino, Unknown",2,2099
05/16/2016,New Orleans Iced Coffee (cup),1,2100
08/09/2016,S.O. Iced Coffee,1,2101
03/28/2016,Drip Coffee,1,2102
06/17/2016,Drip Coffee,1,2103
10/06/2016,New Orleans Iced Coffee (cup),1,2104
10/04/2016,NOLA Carton,1,2105
06/27/2016,New Orleans Iced Coffee (cup),1,2106
05/13/2016,"Cappuccino, Unknown",-1,2107
08/07/2016,New Orleans Iced Coffee (cup),1,2108
10/07/2016,"Cappuccino, Unknown",1,2109
06/25/2016,Drip Coffee,1,2110
05/30/2016,Espresso,1,2111
03/06/2016,New Orleans Iced Coffee (cup),1,2112
11/20/2016,NOLA Carton,2,2113
03/25/2016,New Orleans Iced Coffee (cup),1,2114
03/20/2016,New Orleans Iced Coffee (cup),2,2115
06/24/2016,"Cappuccino, Unknown",1,2116
02/22/2016,Americano,1,2117
07/24/2016,New Orleans Iced Coffee (cup),1,2118
05/02/2016,NOLA Carton,4,2119
07/13/2016,S.O. Iced - 4 oz Oji,2,2120
03/26/2016,Drip Coffee,1,2121
06/23/2016,Latte,1,2122
10/18/2016,S.O. Iced Coffee,1,2123
09/24/2016,Drip Coffee,1,2124
04/28/2016,NOLA Carton,1,2125
05/26/2016,New Orleans Iced Coffee (cup),1,2126
12/31/2016,Espresso,1,2127
09/06/2016,Drip Coffee,1,2128
10/07/2016,Latte,1,2129
07/12/2016,S.O. Iced - 4 oz Oji,2,2130
12/20/2016,New Orleans Iced Coffee (cup),1,2131
11/22/2016,Apple Juice,1,2132
12/06/2016,Chemex Coffee,1,2133
04/07/2016,Latte,1,2134
03/10/2016,New Orleans Iced Coffee (cup),1,2135
08/29/2016,New Orleans Iced Coffee (cup),1,2136
11/16/2016,Drip Coffee,1,2137
11/03/2016,Drip Coffee,1,2138
09/08/2016,Apple Juice,1,2139
04/14/2016,Chemex Coffee,1,2140
06/01/2016,New Orleans Iced Coffee (cup),1,2141
04/03/2016,Sparkling Water,1,2142
09/29/2016,Americano,1,2143
06/02/2016,"Cappuccino, Unknown",1,2144
10/05/2016,New Orleans Iced Coffee (cup),1,2145
03/31/2016,Latte,2,2146
02/11/2016,Drip Coffee,1,2147
11/09/2016,Drip Coffee,1,2148
06/22/2016,New Orleans Iced Coffee (cup),1,2149
11/28/2016,New Orleans Iced Coffee (cup),1,2150
12/20/2016,"Cappuccino, Unknown",1,2151
06/09/2016,Americano,1,2152
03/26/2016,Latte,1,2153
03/09/2016,Drip Coffee,1,2154
10/02/2016,S.O. Iced Coffee,1,2155
07/18/2016,"Cappuccino, Unknown",1,2156
09/01/2016,Latte,2,2157
12/09/2016,Drip Coffee,1,2158
10/09/2016,Americano,1,2159
12/09/2016,Gibraltar,1,2160
06/20/2016,New Orleans Iced Coffee (cup),2,2161
05/02/2016,Mocha,1,2162
03/08/2016,Gibraltar,2,2163
05/03/2016,"Cappuccino, Unknown",1,2164
08/07/2016,New Orleans Iced Coffee (cup),1,2165
02/23/2016,Drip Coffee,1,2166
04/23/2016,Juice,1,2167
12/19/2016,Latte,1,2168
04/29/2016,Latte,1,2169
06/20/2016,Latte,1,2170
02/12/2016,Drip Coffee,1,2171
05/08/2016,Espresso,1,2172
03/28/2016,Latte,1,2173
10/31/2016,Espresso,2,2174
06/15/2016,Latte,1,2175
07/31/2016,Latte,1,2176
11/08/2016,Latte,1,2177
08/08/2016,Latte,1,2178
06/03/2016,"Cappuccino, Unknown",1,2179
08/02/2016,Latte,1,2180
09/03/2016,S.O. Iced Coffee,1,2181
11/13/2016,"Cappuccino, Unknown",2,2182
11/13/2016,"Cappuccino, Unknown",1,2183
12/03/2016,New Orleans Iced Coffee (cup),1,2184
04/22/2016,New Orleans Iced Coffee (cup),1,2185
04/29/2016,Macchiato,1,2186
05/23/2016,New Orleans Iced Coffee (cup),2,2187
06/04/2016,"Cappuccino, Unknown",1,2188
07/03/2016,Espresso,1,2189
09/28/2016,Drip Coffee,1,2190
07/11/2016,Drip Coffee,1,2191
11/20/2016,Apple Juice,1,2192
10/20/2016,Latte,1,2193
02/12/2016,Gibraltar,1,2194
08/16/2016,Latte,1,2195
10/05/2016,Latte,2,2196
06/04/2016,"Cappuccino, Unknown",1,2197
07/03/2016,Gibraltar,1,2198
09/05/2016,New Orleans Iced Coffee (cup),1,2199
07/22/2016,Espresso,1,2200
03/07/2016,Drip Coffee,1,2201
04/21/2016,New Orleans Iced Coffee (cup),1,2202
10/12/2016,New Orleans Iced Coffee (cup),2,2203
03/06/2016,New Orleans Iced Coffee (cup),1,2204
04/01/2016,New Orleans Iced Coffee (cup),1,2205
12/05/2016,Hot Chocolate,1,2206
03/01/2016,Americano,1,2207
05/13/2016,Latte,1,2208
12/07/2016,Drip Coffee,1,2209
08/05/2016,NOLA Carton,1,2210
06/03/2016,New Orleans Iced Coffee (cup),1,2211
05/15/2016,New Orleans Iced Coffee (cup),2,2212
07/12/2016,"Cappuccino, Unknown",1,2213
08/19/2016,Drip Coffee,2,2214
02/22/2016,S.O. Iced - 4 oz Oji,1,2215
09/11/2016,Latte,1,2216
08/09/2016,Espresso,1,2217
07/12/2016,Latte,1,2218
05/24/2016,Drip Coffee,1,2219
02/28/2016,Drip Coffee,1,2220
11/03/2016,"Cappuccino, Unknown",1,2221
07/14/2016,New Orleans Iced Coffee (cup),1,2222
06/21/2016,Hot Chocolate,1,2223
03/07/2016,New Orleans Iced Coffee (cup),1,2224
07/14/2016,Drip Coffee,1,2225
10/05/2016,New Orleans Iced Coffee (cup),1,2226
12/06/2016,Chemex Coffee,1,2227
09/19/2016,Drip Coffee,1,2228
02/17/2016,Drip Coffee,1,2229
11/29/2016,Mocha,1,2230
03/15/2016,New Orleans Iced Coffee (cup),1,2231
11/18/2016,"Cappuccino, Unknown",2,2232
10/03/2016,Latte,2,2233
12/29/2016,Latte,1,2234
05/30/2016,New Orleans Iced Coffee (cup),1,2235
03/09/2016,"Cappuccino, Unknown",1,2236
11/17/2016,Drip Coffee,2,2237
09/02/2016,"Cappuccino, Unknown",1,2238
11/30/2016,"Cappuccino, Unknown",1,2239
12/06/2016,Espresso,1,2240
12/01/2016,Drip Coffee,1,2241
05/12/2016,Drip Coffee,1,2242
03/16/2016,"Cappuccino, Unknown",1,2243
02/23/2016,New Orleans Iced Coffee (cup),1,2244
04/06/2016,"Cappuccino, Unknown",1,2245
05/01/2016,Hot Chocolate,1,2246
06/19/2016,Latte,1,2247
12/20/2016,NOLA Carton,1,2248
10/16/2016,New Orleans Iced Coffee (cup),1,2249
08/03/2016,Latte,1,2250
12/29/2016,Latte,1,2251
11/29/2016,Mocha,1,2252
05/06/2016,"Cappuccino, Unknown",1,2253
03/03/2016,Latte,1,2254
04/29/2016,"Cappuccino, Unknown",1,2255
12/14/2016,Espresso,1,2256
10/22/2016,New Orleans Iced Coffee (cup),1,2257
05/12/2016,New Orleans Iced Coffee (cup),2,2258
12/07/2016,Americano,1,2259
03/16/2016,Chemex Coffee,1,2260
11/04/2016,New Orleans Iced Coffee (cup),1,2261
09/30/2016,S.O. Iced Coffee,1,2262
04/27/2016,Drip Coffee,2,2263
03/26/2016,"Au Lait, Unknown",1,2264
03/17/2016,Drip Coffee,1,2265
09/27/2016,Drip Coffee,1,2266
09/08/2016,Drip Coffee,1,2267
10/14/2016,Latte,1,2268
05/03/2016,Mocha,1,2269
04/01/2016,Latte,1,2270
08/17/2016,New Orleans Iced Coffee (cup),1,2271
04/22/2016,Drip Coffee,1,2272
04/07/2016,Shakerato,1,2273
12/21/2016,New Orleans Iced Coffee (cup),2,2274
09/30/2016,New Orleans Iced Coffee (cup),1,2275
09/19/2016,"Cappuccino, Unknown",1,2276
06/28/2016,S.O. Iced - 4 oz Oji,1,2277
08/25/2016,Apple Juice,1,2278
08/09/2016,Drip Coffee,1,2279
08/18/2016,Mocha,1,2280
06/10/2016,New Orleans Iced Coffee (cup),1,2281
12/16/2016,Latte,1,2282
08/16/2016,Espresso,1,2283
06/27/2016,New Orleans Iced Coffee (cup),1,2284
02/28/2016,"Cappuccino, Unknown",1,2285
12/06/2016,"Cappuccino, Unknown",1,2286
11/18/2016,Latte,1,2287
09/27/2016,Espresso,1,2288
05/29/2016,"Cappuccino, Unknown",1,2289
06/19/2016,New Orleans Iced Coffee (cup),1,2290
07/01/2016,Latte,1,2291
11/15/2016,New Orleans Iced Coffee (cup),1,2292
09/11/2016,Gibraltar,1,2293
11/06/2016,Cascara Fizz,2,2294
04/26/2016,New Orleans Iced Coffee (cup),1,2295
03/24/2016,Tea,1,2296
10/26/2016,Chemex Coffee,1,2297
10/17/2016,Drip Coffee,1,2298
12/15/2016,Mocha,1,2299
10/01/2016,Apple Juice,1,2300
03/22/2016,Drip Coffee,1,2301
10/16/2016,New Orleans Iced Coffee (cup),1,2302
09/28/2016,New Orleans Iced Coffee (cup),1,2303
12/11/2016,Drip Coffee,1,2304
04/05/2016,"Cappuccino, Unknown",-1,2305
07/13/2016,Chemex Coffee,1,2306
10/18/2016,S.O. Iced Coffee,1,2307
09/13/2016,S.O. Iced Coffee,1,2308
08/23/2016,New Orleans Iced Coffee (cup),1,2309
11/16/2016,Drip Coffee,1,2310
10/29/2016,Mocha,1,2311
12/31/2016,Mocha,1,2312
06/18/2016,Mocha,1,2313
02/17/2016,Sparkling Water,1,2314
08/09/2016,"Cappuccino, Unknown",1,2315
08/30/2016,Macchiato,1,2316
10/29/2016,"Cappuccino, Unknown",1,2317
08/29/2016,Drip Coffee,1,2318
10/05/2016,NOLA Carton,1,2319
03/18/2016,S.O. Iced Coffee,1,2320
12/14/2016,New Orleans Iced Coffee (cup),1,2321
12/18/2016,"Cappuccino, Unknown",1,2322
12/28/2016,Espresso,1,2323
02/18/2016,Latte,1,2324
12/28/2016,Drip Coffee,1,2325
06/18/2016,Sparkling Water,1,2326
10/05/2016,Espresso,1,2327
06/23/2016,Latte,1,2328
07/24/2016,New Orleans Iced Coffee (cup),1,2329
11/07/2016,"Cappuccino, Unknown",1,2330
05/03/2016,Drip Coffee,9,2331
06/06/2016,"Cappuccino, Unknown",2,2332
05/28/2016,Tea,1,2333
06/30/2016,Espresso,1,2334
06/27/2016,Espresso,1,2335
09/21/2016,Latte,1,2336
11/26/2016,New Orleans Iced Coffee (cup),1,2337
02/20/2016,Latte,1,2338
06/16/2016,Gibraltar,1,2339
05/11/2016,Mocha,1,2340
05/17/2016,"Cappuccino, Unknown",1,2341
09/24/2016,S.O. Iced Coffee,1,2342
09/04/2016,Drip Coffee,1,2343
07/14/2016,Drip Coffee,2,2344
08/20/2016,New Orleans Iced Coffee (cup),1,2345
09/02/2016,"Cappuccino, Unknown",1,2346
06/14/2016,New Orleans Iced Coffee (cup),2,2347
11/09/2016,S.O. Iced Coffee,1,2348
04/21/2016,Latte,1,2349
07/16/2016,Latte,1,2350
05/09/2016,Drip Coffee,1,2351
09/06/2016,New Orleans Iced Coffee (cup),1,2352
03/05/2016,Latte,1,2353
04/08/2016,New Orleans Iced Coffee (cup),1,2354
05/02/2016,Latte,1,2355
11/23/2016,Drip Coffee,2,2356
08/04/2016,Drip Coffee,1,2357
07/24/2016,Macchiato,1,2358
10/30/2016,Latte,1,2359
06/06/2016,New Orleans Iced Coffee (cup),1,2360
06/17/2016,Tea,1,2361
04/11/2016,Tea,1,2362
11/29/2016,Drip Coffee,1,2363
12/06/2016,New Orleans Iced Coffee (cup),1,2364
08/14/2016,Latte,1,2365
09/15/2016,"Cappuccino, Unknown",1,2366
03/01/2016,Drip Coffee,1,2367
05/14/2016,Latte,1,2368
03/13/2016,Latte,1,2369
12/11/2016,Latte,1,2370
09/28/2016,Latte,2,2371
07/10/2016,Latte,2,2372
07/28/2016,NOLA Carton,1,2373
08/23/2016,Latte,1,2374
04/19/2016,Drip Coffee,1,2375
08/17/2016,Mocha,1,2376
08/28/2016,Cascara Fizz,1,2377
03/14/2016,Latte,1,2378
08/09/2016,"Cappuccino, Unknown",1,2379
11/09/2016,Apple Juice,1,2380
06/06/2016,Mocha,1,2381
03/02/2016,Drip Coffee,1,2382
04/12/2016,S.O. Iced Coffee,1,2383
08/05/2016,Latte,1,2384
04/08/2016,Espresso,1,2385
04/13/2016,New Orleans Iced Coffee (cup),1,2386
09/07/2016,Espresso,1,2387
12/08/2016,Drip Coffee,1,2388
12/29/2016,Hot Chocolate,1,2389
03/29/2016,Macchiato,1,2390
10/22/2016,Still Water,1,2391
12/27/2016,Hot Chocolate,2,2392
07/31/2016,"Cappuccino, Unknown",1,2393
08/31/2016,Americano,1,2394
08/24/2016,S.O. Iced Coffee,2,2395
12/17/2016,NOLA Carton,1,2396
08/02/2016,Drip Coffee,1,2397
09/15/2016,Drip Coffee,1,2398
04/04/2016,Drip Coffee,1,2399
12/20/2016,S.O. Iced - 4 oz Oji,1,2400
02/08/2016,Latte,1,2401
12/21/2016,Latte,1,2402
02/14/2016,Espresso,1,2403
05/02/2016,Latte,1,2404
06/29/2016,Drip Coffee,1,2405
10/22/2016,"Cappuccino, Unknown",1,2406
06/05/2016,"Au Lait, Unknown",1,2407
09/02/2016,Latte,1,2408
06/25/2016,"Cappuccino, Unknown",1,2409
09/29/2016,New Orleans Iced Coffee (cup),1,2410
12/17/2016,Drip Coffee,1,2411
03/02/2016,Drip Coffee,1,2412
08/21/2016,New Orleans Iced Coffee (cup),1,2413
09/24/2016,Latte,1,2414
06/29/2016,"Cappuccino, Unknown",1,2415
03/28/2016,Americano,1,2416
12/24/2016,Drip Coffee,1,2417
06/29/2016,Mocha,1,2418
04/28/2016,Drip Coffee,1,2419
08/17/2016,Mocha,1,2420
06/15/2016,Americano,1,2421
03/03/2016,Apple Juice,1,2422
07/17/2016,Drip Coffee,1,2423
06/19/2016,New Orleans Iced Coffee (cup),1,2424
11/29/2016,Sparkling Water,1,2425
02/22/2016,Drip Coffee,1,2426
03/27/2016,Latte,1,2427
06/25/2016,Latte,2,2428
05/24/2016,New Orleans Iced Coffee (cup),1,2429
07/26/2016,Latte,1,2430
11/15/2016,New Orleans Iced Coffee (cup),1,2431
04/26/2016,Latte,1,2432
06/29/2016,S.O. Iced Coffee,2,2433
08/27/2016,S.O. Iced Coffee,1,2434
11/29/2016,Latte,2,2435
05/04/2016,NOLA Carton,3,2436
12/17/2016,S.O. Iced Coffee,1,2437
11/06/2016,Latte,1,2438
11/29/2016,"Cappuccino, Unknown",2,2439
02/14/2016,"Cappuccino, Unknown",1,2440
04/06/2016,Shakerato,1,2441
09/09/2016,New Orleans Iced Coffee (cup),1,2442
06/29/2016,New Orleans Iced Coffee (cup),2,2443
05/31/2016,Chemex Coffee,1,2444
08/23/2016,"Cappuccino, Unknown",1,2445
03/04/2016,Gibraltar,1,2446
07/11/2016,New Orleans Iced Coffee (cup),2,2447
09/13/2016,"Cappuccino, Unknown",1,2448
05/24/2016,Latte,1,2449
12/05/2016,Latte,1,2450
12/06/2016,"Cappuccino, Unknown",1,2451
07/06/2016,Drip Coffee,1,2452
03/04/2016,Apple Juice,1,2453
06/05/2016,Cascara Fizz,1,2454
08/09/2016,Americano,2,2455
09/26/2016,New Orleans Iced Coffee (cup),1,2456
11/25/2016,NOLA Carton,1,2457
08/28/2016,Latte,2,2458
07/27/2016,Espresso,1,2459
12/14/2016,Espresso,1,2460
08/13/2016,"Cappuccino, Unknown",1,2461
09/19/2016,Latte,1,2462
05/04/2016,Latte,1,2463
12/27/2016,Drip Coffee,2,2464
12/15/2016,Drip Coffee,1,2465
10/18/2016,Espresso,1,2466
02/08/2016,Gibraltar,2,2467
03/25/2016,New Orleans Iced Coffee (cup),1,2468
08/19/2016,Chemex Coffee,1,2469
09/04/2016,Mocha,1,2470
12/05/2016,"Cappuccino, Unknown",1,2471
10/02/2016,New Orleans Iced Coffee (cup),1,2472
11/21/2016,Macchiato,1,2473
08/09/2016,Cascara Fizz,1,2474
09/07/2016,New Orleans Iced Coffee (cup),1,2475
04/06/2016,New Orleans Iced Coffee (cup),1,2476
02/06/2016,Latte,1,2477
12/20/2016,Latte,1,2478
05/24/2016,Drip Coffee,1,2479
05/12/2016,S.O. Iced Coffee,1,2480
06/02/2016,New Orleans Iced Coffee (cup),1,2481
08/09/2016,Chemex Coffee,1,2482
12/19/2016,"Cappuccino, Unknown",1,2483
06/13/2016,S.O. Iced Coffee,1,2484
06/12/2016,Drip Coffee,1,2485
10/27/2016,Macchiato,1,2486
10/17/2016,Latte,1,2487
02/13/2016,Latte,1,2488
12/22/2016,New Orleans Iced Coffee (cup),1,2489
12/03/2016,"Cappuccino, Unknown",1,2490
08/30/2016,S.O. Iced Coffee,1,2491
08/04/2016,Latte,2,2492
07/05/2016,"Cappuccino, Unknown",1,2493
06/21/2016,Latte,1,2494
11/26/2016,Gibraltar,1,2495
12/23/2016,Latte,2,2496
10/08/2016,Espresso,1,2497
04/07/2016,Latte,1,2498
04/22/2016,Drip Coffee,2,2499
07/02/2016,Latte,1,2500
10/13/2016,S.O. Iced - 4 oz Oji,1,2501
10/12/2016,S.O. Iced Coffee,1,2502
08/10/2016,Latte,2,2503
12/28/2016,Drip Coffee,1,2504
04/14/2016,"Cappuccino, Unknown",1,2505
09/30/2016,Apple Juice,1,2506
07/11/2016,Drip Coffee,1,2507
07/30/2016,S.O. Iced Coffee,1,2508
11/04/2016,Latte,1,2509
05/06/2016,"Cappuccino, Unknown",1,2510
08/09/2016,Drip Coffee,2,2511
07/13/2016,"Cappuccino, Unknown",1,2512
10/12/2016,Drip Coffee,1,2513
05/29/2016,Cascara Fizz,1,2514
05/29/2016,Drip Coffee,2,2515
09/10/2016,New Orleans Iced Coffee (cup),1,2516
11/22/2016,S.O. Iced - 4 oz Oji,1,2517
04/05/2016,"Cappuccino, Unknown",2,2518
10/20/2016,Hot Chocolate,1,2519
09/06/2016,New Orleans Iced Coffee (cup),1,2520
11/03/2016,Drip Coffee,1,2521
04/17/2016,NOLA Carton,1,2522
12/28/2016,New Orleans Iced Coffee (cup),1,2523
02/23/2016,New Orleans Iced Coffee (cup),1,2524
07/10/2016,Drip Coffee,1,2525
02/28/2016,Mocha,1,2526
12/31/2016,Cascara Fizz,1,2527
06/12/2016,Chemex Coffee,1,2528
08/03/2016,New Orleans Iced Coffee (cup),1,2529
03/30/2016,New Orleans Iced Coffee (cup),1,2530
07/09/2016,S.O. Iced Coffee,1,2531
05/03/2016,Hot Chocolate,1,2532
11/02/2016,Drip Coffee,1,2533
08/14/2016,"Cappuccino, Unknown",1,2534
07/31/2016,Latte,1,2535
07/23/2016,"Cappuccino, Unknown",1,2536
02/26/2016,Americano,1,2537
11/08/2016,New Orleans Iced Coffee (cup),2,2538
03/12/2016,New Orleans Iced Coffee (cup),1,2539
09/13/2016,S.O. Iced Coffee,1,2540
09/06/2016,Latte,1,2541
08/06/2016,Latte,1,2542
08/13/2016,Latte,1,2543
06/01/2016,Drip Coffee,1,2544
04/03/2016,Latte,1,2545
07/02/2016,New Orleans Iced Coffee (cup),1,2546
11/20/2016,Latte,1,2547
02/17/2016,"Cappuccino, Unknown",1,2548
03/05/2016,Drip Coffee,1,2549
12/19/2016,Latte,1,2550
07/17/2016,"Cappuccino, Unknown",1,2551
03/05/2016,Americano,1,2552
08/24/2016,Macchiato,1,2553
04/06/2016,New Orleans Iced Coffee (cup),1,2554
08/17/2016,New Orleans Iced Coffee (cup),1,2555
02/06/2016,Espresso,1,2556
06/23/2016,Gibraltar,1,2557
03/05/2016,Drip Coffee,1,2558
10/25/2016,Latte,1,2559
05/10/2016,S.O. Iced - 4 oz Oji,1,2560
04/07/2016,Mocha,1,2561
10/02/2016,New Orleans Iced Coffee (cup),1,2562
09/13/2016,New Orleans Iced Coffee (cup),1,2563
04/28/2016,Drip Coffee,1,2564
05/27/2016,Mocha,1,2565
06/29/2016,Sparkling Water,1,2566
09/06/2016,Latte,1,2567
07/09/2016,Drip Coffee,1,2568
12/01/2016,"Cappuccino, Unknown",1,2569
05/26/2016,Apple Juice,1,2570
03/28/2016,Americano,1,2571
11/05/2016,"Cappuccino, Unknown",1,2572
07/30/2016,"Cappuccino, Unknown",1,2573
02/08/2016,Chemex Coffee,1,2574
11/06/2016,New Orleans Iced Coffee (cup),1,2575
12/30/2016,Latte,1,2576
12/20/2016,Latte,1,2577
12/11/2016,Mocha,1,2578
12/31/2016,Drip Coffee,1,2579
04/08/2016,Drip Coffee,2,2580
07/07/2016,"Cappuccino, Unknown",1,2581
10/08/2016,Latte,1,2582
07/28/2016,Drip Coffee,1,2583
08/25/2016,New Orleans Iced Coffee (cup),1,2584
12/31/2016,Mocha,1,2585
03/15/2016,Shakerato,1,2586
05/04/2016,S.O. Iced Coffee,1,2587
05/05/2016,New Orleans Iced Coffee (cup),1,2588
02/14/2016,New Orleans Iced Coffee (cup),1,2589
11/13/2016,"Cappuccino, Unknown",1,2590
08/29/2016,S.O. Iced Coffee,1,2591
03/23/2016,"Cappuccino, Unknown",1,2592
12/14/2016,Latte,1,2593
02/16/2016,New Orleans Iced Coffee (cup),1,2594
08/12/2016,Drip Coffee,1,2595
11/28/2016,Latte,1,2596
05/08/2016,Drip Coffee,1,2597
10/26/2016,New Orleans Iced Coffee (cup),1,2598
07/29/2016,Americano,1,2599
03/22/2016,New Orleans Iced Coffee (cup),2,2600
12/17/2016,Latte,1,2601
07/30/2016,Latte,1,2602
11/23/2016,Espresso,1,2603
11/11/2016,"Cappuccino, Unknown",2,2604
11/15/2016,"Cappuccino, Unknown",1,2605
03/08/2016,Latte,1,2606
10/18/2016,New Orleans Iced Coffee (cup),2,2607
05/22/2016,"Cappuccino, Unknown",1,2608
07/06/2016,Drip Coffee,3,2609
05/27/2016,"Cappuccino, Unknown",1,2610
02/12/2016,"Cappuccino, Unknown",2,2611
12/30/2016,Mocha,1,2612
07/13/2016,S.O. Iced - 4 oz Oji,1,2613
08/20/2016,"Cappuccino, Unknown",1,2614
05/28/2016,Apple Juice,1,2615
10/12/2016,New Orleans Iced Coffee (cup),1,2616
09/13/2016,New Orleans Iced Coffee (cup),1,2617
05/22/2016,Drip Coffee,1,2618
08/30/2016,Hot Chocolate,1,2619
03/22/2016,Latte,1,2620
06/24/2016,Tea,1,2621
09/20/2016,"Cappuccino, Unknown",1,2622
10/26/2016,Drip Coffee,1,2623
09/19/2016,"Cappuccino, Unknown",2,2624
04/19/2016,Drip Coffee,1,2625
07/18/2016,New Orleans Iced Coffee (cup),1,2626
06/07/2016,Apple Juice,1,2627
10/05/2016,S.O. Iced - 4 oz Oji,1,2628
09/18/2016,"Au Lait, Unknown",1,2629
08/31/2016,"Cappuccino, Unknown",1,2630
11/14/2016,S.O. Iced - 4 oz Oji,1,2631
03/12/2016,"Cappuccino, Unknown",1,2632
04/19/2016,New Orleans Iced Coffee (cup),1,2633
04/15/2016,Latte,1,2634
12/18/2016,Latte,2,2635
02/13/2016,Milk,2,2636
08/29/2016,Latte,1,2637
12/24/2016,Mocha,2,2638
12/21/2016,Americano,1,2639
10/31/2016,Hot Chocolate,1,2640
08/23/2016,"Cappuccino, Unknown",1,2641
02/11/2016,Sparkling Water,2,2642
10/13/2016,New Orleans Iced Coffee (cup),1,2643
05/30/2016,S.O. Iced - 4 oz Oji,1,2644
05/20/2016,New Orleans Iced Coffee (cup),1,2645
04/08/2016,NOLA Carton,1,2646
05/23/2016,Drip Coffee,2,2647
04/22/2016,Latte,1,2648
08/11/2016,New Orleans Iced Coffee (cup),1,2649
11/28/2016,Espresso,1,2650
10/21/2016,Espresso,1,2651
12/31/2016,Tea,1,2652
09/04/2016,"Cappuccino, Unknown",1,2653
08/24/2016,Americano,1,2654
06/04/2016,Latte,1,2655
03/08/2016,New Orleans Iced Coffee (cup),1,2656
07/24/2016,Drip Coffee,1,2657
07/23/2016,S.O. Iced Coffee,2,2658
06/15/2016,Espresso,1,2659
05/16/2016,New Orleans Iced Coffee (cup),1,2660
02/08/2016,"Cappuccino, Unknown",1,2661
07/29/2016,"Cappuccino, Unknown",1,2662
02/08/2016,Latte,1,2663
02/16/2016,Americano,1,2664
04/10/2016,New Orleans Iced Coffee (cup),1,2665
06/29/2016,Latte,1,2666
10/11/2016,Drip Coffee,1,2667
03/29/2016,"Cappuccino, Unknown",1,2668
12/24/2016,"Cappuccino, Unknown",1,2669
08/25/2016,Milk,1,2670
09/21/2016,S.O. Iced - 4 oz Oji,1,2671
03/30/2016,Hot Chocolate,1,2672
07/04/2016,New Orleans Iced Coffee (cup),1,2673
06/02/2016,Latte,1,2674
08/21/2016,Hot Chocolate,1,2675
09/21/2016,"Cappuccino, Unknown",1,2676
07/18/2016,Drip Coffee,1,2677
12/22/2016,"Au Lait, Unknown",2,2678
07/12/2016,Latte,1,2679
06/22/2016,New Orleans Iced Coffee (cup),1,2680
06/12/2016,S.O. Iced Coffee,1,2681
08/09/2016,S.O. Iced Coffee,1,2682
03/10/2016,"Cappuccino, Unknown",1,2683
09/29/2016,"Cappuccino, Unknown",1,2684
02/17/2016,New Orleans Iced Coffee (cup),1,2685
02/25/2016,Apple Juice,1,2686
06/12/2016,Latte,1,2687
12/13/2016,"Cappuccino, Unknown",1,2688
04/04/2016,New Orleans Iced Coffee (cup),1,2689
09/29/2016,Latte,4,2690
06/15/2016,Latte,1,2691
07/19/2016,Americano,1,2692
06/16/2016,Gibraltar,1,2693
06/12/2016,New Orleans Iced Coffee (cup),1,2694
10/16/2016,Drip Coffee,2,2695
08/02/2016,Macchiato,1,2696
03/22/2016,Latte,1,2697
09/16/2016,Espresso,1,2698
08/11/2016,Latte,1,2699
03/16/2016,Latte,1,2700
04/18/2016,New Orleans Iced Coffee (cup),1,2701
08/29/2016,Drip Coffee,2,2702
12/24/2016,Espresso,1,2703
11/25/2016,Latte,1,2704
04/01/2016,Latte,1,2705
02/04/2016,Americano,1,2706
06/23/2016,New Orleans Iced Coffee (cup),1,2707
12/31/2016,Drip Coffee,1,2708
09/21/2016,Drip Coffee,1,2709
06/05/2016,New Orleans Iced Coffee (cup),1,2710
05/10/2016,Latte,1,2711
05/17/2016,"Cappuccino, Unknown",1,2712
07/03/2016,"Cappuccino, Unknown",1,2713
06/14/2016,Drip Coffee,1,2714
05/31/2016,"Cappuccino, Unknown",1,2715
04/11/2016,New Orleans Iced Coffee (cup),1,2716
10/15/2016,Drip Coffee,1,2717
11/22/2016,Drip Coffee,1,2718
11/15/2016,Mocha,1,2719
